What is the primary objective of UN Sustainable Development Goal 1?,No Poverty (End poverty in all its forms everywhere).
By what year do the UN Sustainable Development Goals propose ending poverty of all types?,2030
How did the Green Revolution affect employment in the agriculture sector?,"It created many job opportunities, though the impact was limited to specific regions."
Why did poverty become an urban feature in India even though it was largely a rural phenomenon?,Rural migrants unable to find decent city jobs became low-wage casual workers living in slums.
How does indebtedness contribute to the cycle of poverty?,"Poor people borrow for inputs or ceremonies and, unable to repay, become victims of chronic debt."
What are the two broad factors upon which the current anti-poverty strategy of India is based?,Promotion of economic growth and targeted anti-poverty programmes.
How does higher economic growth assist in human development?,It provides resources for education and health and encourages parents to invest in their children's schooling.
What is the primary guarantee provided by the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA)?,$100$ days of wage employment to every rural household.
What proportion of jobs are reserved for women under MGNREGA?,One-third
What are the two main purposes of the Pradhan Mantri Poshan Shakti Abhiyan (PM Poshan)?,Improving nutritional intake for children and increasing school enrollment/retention.
PM Poshan specifically targets students in which grade range?,Classes I to VIII
What is the goal of the Pradhan Mantri Surakshit Matritva Abhiyan launched in 2016?,To reduce maternal and infant mortality through quality antenatal care.
On what specific day of every month are services provided under the Pradhan Mantri Surakshit Matritva Abhiyan?,The ninth day
What is the primary objective of the Pradhan Mantri Ujjwala Yojana (PMUY)?,To provide clean cooking fuel (LPG) to economically poor households.
In whose name are connections issued under the Pradhan Mantri Ujjwala Yojana?,The female member of the family.
How does the Ujjwala Yojana promote environmental sustainability?,By reducing deforestation and carbon emissions from burning coal and firewood.
Concept: Human Poverty,"A broad concept that looks beyond income to include lack of education, shelter, health care, job security, and social equality."
Why does the definition of poverty change over time worldwide?,"As a country develops, the standard of what constitutes 'basic needs' and 'reasonable living' evolves."
Which group has historically been excluded from equal opportunities in India due to the caste system?,People belonging to certain socially disadvantaged castes.
"According to Graph 3.2, what percentage of urban casual workers were below the poverty line in 2011–12?",$34$ per cent
"In the context of the poverty line, what is 'consumption'?",The amount spent on various items such as food and clothing by a family.
What is the international poverty line used for comparison between developing countries?,$2.15$ per person per day in 2017 PPP.
"Between 2010 and 2019, the global proportion of people in extreme poverty fell from $16.27$ per cent to what?",$9.05$ per cent
NMPI Maternal Health: A household is deprived if a woman has given birth in the last $5$ years without what kind of assistance?,Assistance from trained skilled medical personnel.
NMPI School Attendance: At what point is a household considered deprived regarding a child's education?,If any school-aged child is not attending school up to the age of class completion.
"NMPI Sanitation: A household is deprived if the facility is unimproved, non-existent, or _____.",Improved but shared with other households.
NMPI Housing: What constitutes inadequate flooring in this index?,Floor made of natural materials.
NMPI Bank Account: When is a household considered deprived in this category?,If no household member has a bank account or a post office account.
How did the percentage of the poor in China change by the year 2020?,It became $0.1$ per cent.
In which world region did the poverty ratio increase from $4.4$ per cent in 2017 to $4.6$ per cent in 2021?,Latin America and Caribbean
What specific target does SDG Goal 1 set for reducing poverty dimensions by 2030?,Reducing the proportion of people living in poverty in all its dimensions at least to half.
